budget,genres,id,keywords,original_language,popularity,revenue,runtime,title_x,vote_average,vote_count,title_y,cast,director,release_year,release_month
32000000,"Drama,Thriller,Crime",59,"robbery,double life,dual identity",en,34.628738,60740827,96.0,A History of Violence,6.9,832,A History of Violence,"Viggo Mortensen,Maria Bello,Heidi Hayes",David Cronenberg,2005,9
32000000,"Action,Thriller,Crime",9335,"martial arts,war on drugs,kidnapping",en,47.5612,85167639,87.0,Transporter 2,6.2,1061,Transporter 2,"Jason Statham,Amber Valletta,Kate Nauta",Louis Leterrier,2005,8
32000000,"Action,Western",12106,"gunslinger,revenge,prairie",en,16.473355,18552460,107.0,The Quick and the Dead,6.3,427,The Quick and the Dead,"Sharon Stone,Gene Hackman,Russell Crowe",Sam Raimi,1995,2
28000000,"Action,Comedy,Romance",11141,"irland,rock star,court case",en,6.201404,30016165,90.0,Laws of Attraction,5.6,104,Laws of Attraction,"Pierce Brosnan,Julianne Moore,Michael Sheen",Peter Howitt,2004,4
32000000,"Action,Science Fiction,Thriller",31867,"dystopia,evil corporation,repo man",en,25.799697,18409891,111.0,Repo Men,6.2,620,Repo Men,"Jude Law,Forest Whitaker,Alice Braga",Miguel Sapochnik,2010,3
70000000,"Fantasy,Drama,Horror",10253,"giant snake,korea,building",ko,4.822033,53587404,90.0,Dragon Wars: D-War,4.0,104,Dragon Wars: D-War,"Jason Behr,Robert Forster,Aimee Garcia",Shim Hyung-Rae,2007,2
30000000,Comedy,124459,"magic,las vegas",en,26.9385,27437881,100.0,The Incredible Burt Wonderstone,5.3,724,The Incredible Burt Wonderstone,"Steve Carell,Jim Carrey,Steve Buscemi",Don Scardino,2013,3
32000000,"Animation,Comedy,Family",24662,"dance,musical,furry",en,4.098444,3566637,75.0,Cats Don't Dance,7.1,24,Cats Don't Dance,"Scott Bakula,Jasmine Guy,Natalie Cole",Mark Dindal,1997,3
32000000,"War,Crime,Drama",182,"berlin,corruption,nazi background",en,5.347936,5914908,108.0,The Good German,5.9,86,The Good German,"George Clooney,Cate Blanchett,Tobey Maguire",Steven Soderbergh,2006,12
31500000,"Drama,War",28,"guerrilla,river,vietnam",en,49.973462,89460381,153.0,Apocalypse Now,8.0,2055,Apocalypse Now,"Martin Sheen,Marlon Brando,Robert Duvall",Francis Ford Coppola,1979,8
32000000,"Comedy,Drama,Romance",38073,"male nudity,sex,san francisco",en,13.611544,42045846,102.0,Going the Distance,6.0,262,Going the Distance,"Drew Barrymore,Justin Long,Charlie Day",Nanette Burstein,2010,9
31500000,Action,302156,"cia,memory,convict",en,27.891012,14708696,113.0,Criminal,5.7,557,Criminal,"Kevin Costner,Gary Oldman,Tommy Lee Jones",Ariel Vromen,2016,4
31000000,Drama,606,"dancing,train station,denmark",en,13.864975,128499205,161.0,Out of Africa,7.0,279,Out of Africa,"Meryl Streep,Robert Redford,Klaus Maria Brandauer",Sydney Pollack,1985,12
31000000,Drama,87502,"confession,airplane,f word",en,42.213765,161772375,138.0,Flight,6.5,2415,Flight,"Denzel Washington,Don Cheadle,Bruce Greenwood",Robert Zemeckis,2012,11
34000000,"Action,Adventure,Thriller",698,"venice,mass murder,space marine",en,29.887404,210308099,126.0,Moonraker,5.9,541,Moonraker,"Roger Moore,Lois Chiles,Michael Lonsdale",Lewis Gilbert,1979,6
30000000,"Comedy,Drama",120467,"hotel,painting,wartime",en,74.417456,174600318,99.0,The Grand Budapest Hotel,8.0,4519,The Grand Budapest Hotel,"Ralph Fiennes,Tony Revolori,F. Murray Abraham",Wes Anderson,2014,2
31000000,"Drama,Mystery",11313,"american football,billard,baseball bat",en,7.06762,24185781,101.0,Hearts in Atlantis,6.4,131,Hearts in Atlantis,"Anthony Hopkins,Anton Yelchin,Hope Davis",Scott Hicks,2001,9
31000000,"Comedy,Horror",6488,"small town,outbreak,exterminator",en,15.895661,53208180,103.0,Arachnophobia,6.2,433,Arachnophobia,"Jeff Daniels,Harley Jane Kozak,Garette Ratliff Henson",Frank Marshall,1990,8
31000000,"Crime,Drama,Science Fiction",10559,"new york,mother,detective",en,19.258041,68106245,118.0,Frequency,7.0,462,Frequency,"Dennis Quaid,Jim Caviezel,Andre Braugher",Gregory Hoblit,2000,4
31000000,Comedy,296099,"route 66,grand canyon,cow",en,47.753598,104384188,99.0,Vacation,6.2,1195,Vacation,"Ed Helms,Christina Applegate,Skyler Gisondo",John Francis Daley,2015,7
30250000,"Comedy,Thriller,Crime",8012,"gambling,miami,based on novel",en,15.585138,115101622,105.0,Get Shorty,6.4,302,Get Shorty,"John Travolta,Gene Hackman,Rene Russo",Barry Sonnenfeld,1995,10
45000000,"Action,Comedy,Crime",1574,"chicago,based on stage musical,prison matron",en,32.217425,306776732,113.0,Chicago,6.9,677,Chicago,"Catherine Zeta-Jones,Renée Zellweger,Queen Latifah",Rob Marshall,2002,12
34200000,"Comedy,Drama",9032,"bachelor,law,vomit",en,34.86859,234801895,93.0,Big Daddy,6.1,875,Big Daddy,"Adam Sandler,Joey Lauren Adams,Kristy Swanson",Dennis Dugan,1999,6
30000000,"Comedy,Romance",2770,"sex,party,summer",en,36.432598,287553595,108.0,American Pie 2,6.0,1344,American Pie 2,"Jason Biggs,Thomas Ian Nicholas,Chris Klein",J.B. Rogers,2001,8
30000000,"Animation,Comedy,Family",862,"jealousy,toy,boy",en,73.640445,373554033,81.0,Toy Story,7.7,5269,Toy Story,"Tom Hanks,Tim Allen,Don Rickles",John Lasseter,1995,10
30000000,"Action,Adventure,Crime",1637,"bomb,airport,bus",en,49.526736,350448145,116.0,Speed,6.8,1783,Speed,"Keanu Reeves,Dennis Hopper,Sandra Bullock",Jan de Bont,1994,6
30000000,"Drama,Romance",72570,"coma,amnesia,based on true story",en,26.780961,196114570,104.0,The Vow,7.0,1293,The Vow,"Rachel McAdams,Channing Tatum,Sam Neill",Michael Sucsy,2012,2
31000000,Drama,27569,,en,6.487344,15134293,105.0,Extraordinary Measures,6.0,89,Extraordinary Measures,"Harrison Ford,Brendan Fraser,Keri Russell",Tom Vaughan,2010,1
30000000,Drama,10637,"ku klux klan,american football,trainer",en,25.996219,136706683,113.0,Remember the Titans,7.4,821,Remember the Titans,"Denzel Washington,Will Patton,Ryan Hurst",Boaz Yakin,2000,9
30000000,"Action,Adventure,Thriller",1669,"submarine,cold war,russian",en,46.212155,199200000,134.0,The Hunt for Red October,7.2,957,The Hunt for Red October,"Alec Baldwin,Sean Connery,Scott Glenn",John McTiernan,1990,3
25000000,Drama,132363,"white house,butler,biography",en,32.105328,115922175,132.0,The Butler,7.2,1101,The Butler,"Forest Whitaker,David Banner,Michael Rainey Jr.",Lee Daniels,2013,8
20000000,Comedy,9472,"underdog,competition,bank",en,41.156217,167722310,92.0,DodgeBall: A True Underdog Story,6.2,981,DodgeBall: A True Underdog Story,"Vince Vaughn,Christine Taylor,Ben Stiller",Rawson Marshall Thurber,2004,6
30000000,"Horror,Comedy,Fantasy",2907,"dead wish,vampire,black humor",en,37.179547,191502426,99.0,The Addams Family,6.7,848,The Addams Family,"Raúl Juliá,Anjelica Huston,Christopher Lloyd",Barry Sonnenfeld,1991,11
30000000,"Crime,Comedy,Adventure",9273,"africa,indigenous,human animal relationship",en,34.391792,212385533,90.0,Ace Ventura: When Nature Calls,6.1,1099,Ace Ventura: When Nature Calls,"Jim Carrey,Ian McNeice,Simon Callow",Steve Oedekerk,1995,11
37000000,"Comedy,Family,Romance",9880,"heir to the throne,grandmother granddaughter relationship,high school",en,40.176265,165335153,115.0,The Princess Diaries,6.5,1023,The Princess Diaries,"Anne Hathaway,Julie Andrews,Heather Matarazzo",Garry Marshall,2001,8
26000000,Comedy,2925,"divorce,divorced woman,reunited friends",en,10.704596,116400000,102.0,The First Wives Club,6.5,166,The First Wives Club,"Goldie Hawn,Bette Midler,Diane Keaton",Hugh Wilson,1996,9
33000000,"Crime,Mystery,Thriller",807,"self-fulfilling prophecy,detective,s.w.a.t.",en,79.579532,327311859,127.0,Se7en,8.1,5765,Se7en,"Brad Pitt,Morgan Freeman,Gwyneth Paltrow",David Fincher,1995,9
30000000,Science Fiction,17654,"slum,street gang,mutation",en,63.13678,210819611,112.0,District 9,7.3,3382,District 9,"Sharlto Copley,Jason Cope,Nathalie Boltt",Neill Blomkamp,2009,8
30000000,"Animation,Comedy,Family",11836,"ocean,sea,star",en,27.870755,140161792,87.0,The SpongeBob SquarePants Movie,6.7,574,The SpongeBob SquarePants Movie,"Tom Kenny,Clancy Brown,Rodger Bumpass",Stephen Hillenburg,2004,11
25000000,"Thriller,Crime,Drama",322,"child abuse,sexual abuse,loss of child",en,31.242999,156822020,138.0,Mystic River,7.6,1422,Mystic River,"Sean Penn,Tim Robbins,Kevin Bacon",Clint Eastwood,2003,10
30000000,Drama,70,"transporter,suicide attempt,strong woman",en,70.456012,216763646,132.0,Million Dollar Baby,7.7,2439,Million Dollar Baby,"Clint Eastwood,Hilary Swank,Morgan Freeman",Clint Eastwood,2004,12
80000000,"Comedy,Crime",9535,"new york,mafia boss,wedding",en,29.415229,176885658,103.0,Analyze This,6.4,503,Analyze This,"Robert De Niro,Billy Crystal,Lisa Kudrow",Harold Ramis,1999,3
29000000,"Romance,Drama",11036,"poem,river,sadness",en,55.109138,115603229,123.0,The Notebook,7.7,3067,The Notebook,"Rachel McAdams,Ryan Gosling,Gena Rowlands",Nick Cassavetes,2004,6
30000000,"Comedy,Romance",6557,"lovesickness,newspaper,bar",en,30.695228,160259319,111.0,27 Dresses,6.1,978,27 Dresses,"Katherine Heigl,James Marsden,Malin Åkerman",Anne Fletcher,2008,1
35000000,"Comedy,Drama,Family",18126,"double life,pop star,musical",en,13.788422,155545279,102.0,Hannah Montana: The Movie,6.0,449,Hannah Montana: The Movie,"Miley Cyrus,Billy Ray Cyrus,Emily Osment",Peter Chelsom,2009,4
30,"Adventure,Animation,Comedy",16340,"paris,invention",it,4.590277,103,78.0,Rugrats in Paris: The Movie,6.0,100,Rugrats in Paris: The Movie,"E.G. Daily,Susan Sarandon,John Lithgow",Stig Bergqvist,2000,9
30000000,"Drama,Romance",10333,"american football,trainer,twin sister",en,3.845231,74787599,132.0,The Prince of Tides,5.9,56,The Prince of Tides,"Nick Nolte,Barbra Streisand,Blythe Danner",Barbra Streisand,1991,12
30000000,"Adventure,Drama,Romance",4476,"brother brother relationship,montana,based on novel",en,26.952727,160638883,133.0,Legends of the Fall,7.2,619,Legends of the Fall,"Brad Pitt,Anthony Hopkins,Aidan Quinn",Edward Zwick,1994,12
25000000,"Drama,Romance",22947,"suitcase,business,omaha",en,33.704181,163670000,109.0,Up in the Air,6.7,1205,Up in the Air,"George Clooney,Vera Farmiga,Anna Kendrick",Jason Reitman,2009,9
30000000,"Drama,Comedy",2755,"wife husband relationship,channel surfing,mullet",en,19.925026,105834556,125.0,About Schmidt,6.7,362,About Schmidt,"Jack Nicholson,Kathy Bates,Hope Davis",Alexander Payne,2002,12
35000000,"Horror,Comedy,Romance",82654,"post-apocalyptic,dystopia,zombie",en,43.742241,116980662,97.0,Warm Bodies,6.4,2652,Warm Bodies,"Nicholas Hoult,Teresa Palmer,Analeigh Tipton",Jonathan Levine,2013,1
30000000,"Action,Thriller,Science Fiction",59967,"suicide,assassin,drug addiction",en,46.377628,47042000,118.0,Looper,6.6,4697,Looper,"Joseph Gordon-Levitt,Bruce Willis,Emily Blunt",Rian Johnson,2012,9
30000000,"Fantasy,Drama,Comedy",9598,"sheep,pig,affection",en,34.36645,254134910,89.0,Babe,6.0,733,Babe,"Christine Cavanaugh,Miriam Margolyes,Danny Mann",Chris Noonan,1995,7
30000000,"Drama,Comedy,Romance",82696,"renewing wedding vows,marriage counselling",en,12.967137,114281051,100.0,Hope Springs,5.8,284,Hope Springs,"Meryl Streep,Steve Carell,Tommy Lee Jones",David Frankel,2012,8
30000000,"Comedy,Romance,Drama",9870,"hawaii,one-night stand,beauty",en,50.670253,105173115,111.0,Forgetting Sarah Marshall,6.4,1172,Forgetting Sarah Marshall,"Jason Segel,Kristen Bell,Mila Kunis",Nicholas Stoller,2008,4
45000000,"Action,Crime",8292,"brother brother relationship,robbery,arbitrary law",en,24.694551,92374674,109.0,Four Brothers,6.7,607,Four Brothers,"Mark Wahlberg,Tyrese Gibson,André Benjamin",John Singleton,2005,8
30000000,Comedy,8780,"pregnancy and birth,surrogate mother",en,11.409124,63833449,99.0,Baby Mama,5.8,205,Baby Mama,"Tina Fey,Amy Poehler,Dax Shepard",Michael McCullers,2008,4
30000000,Comedy,10521,"bride,friendship,engagement",en,33.385429,114663461,89.0,Bride Wars,5.9,856,Bride Wars,"Anne Hathaway,Kate Hudson,Bryan Greenberg",Gary Winick,2009,1
19000000,"Action,Adventure,Comedy",10762,"death of a friend,treasure hunt",en,8.584398,69631118,95.0,Without a Paddle,5.3,214,Without a Paddle,"Seth Green,Matthew Lillard,Dax Shepard",Steven Brill,2004,8
37000000,"Comedy,Fantasy,Romance",10096,"new york,photographer,editor-in-chief",en,41.569541,96455697,98.0,13 Going on 30,6.3,1204,13 Going on 30,"Jennifer Garner,Mark Ruffalo,Judy Greer",Gary Winick,2004,4
30000000,"Fantasy,Comedy,Romance",59436,"paris,painter,detective",en,43.753585,151119219,94.0,Midnight in Paris,7.4,1990,Midnight in Paris,"Owen Wilson,Rachel McAdams,Kurt Fuller",Woody Allen,2011,5
53000000,"Crime,Drama",4133,"1970s,war on drugs,drug addiction",en,28.350529,83282296,124.0,Blow,7.4,1317,Blow,"Johnny Depp,Penélope Cruz,Ethan Suplee",Ted Demme,2001,4
80000000,"Romance,Drama",10207,"sailboat,anonymous letter,sailing",en,10.81051,118880016,131.0,Message in a Bottle,5.8,196,Message in a Bottle,"Kevin Costner,Robin Wright,Paul Newman",Luis Mandoki,1999,2
30000000,"Science Fiction,Action,Adventure",172,"federation,starfleet,uss enterprise-a",en,19.578249,70200000,107.0,Star Trek V: The Final Frontier,5.6,376,Star Trek V: The Final Frontier,"William Shatner,Leonard Nimoy,DeForest Kelley",William Shatner,1989,6
30000000,"Comedy,Crime",36593,"undercover,spoof,state prison",en,28.624038,51132598,83.0,The Naked Gun 33⅓: The Final Insult,6.3,521,The Naked Gun 33⅓: The Final Insult,"Leslie Nielsen,Priscilla Presley,George Kennedy",Peter Segal,1994,3
30000000,"Adventure,Action,Thriller",707,"paris,london england,france",en,27.230493,152427960,131.0,A View to a Kill,6.0,506,A View to a Kill,"Roger Moore,Christopher Walken,Tanya Roberts",John Glen,1985,5
30000000,"Adventure,Animation,Comedy",533,"competition,garden,vegetable",en,30.380747,192452832,85.0,The Curse of the Were-Rabbit,6.8,643,The Curse of the Were-Rabbit,"Peter Sallis,Helena Bonham Carter,Ralph Fiennes",Nick Park,2005,9
30000000,"Drama,Romance",6023,"job-hopping,irland,shoe seller",en,29.489274,156835339,126.0,P.S. I Love You,6.9,977,P.S. I Love You,"Hilary Swank,Gerard Butler,Lisa Kudrow",Richard LaGravenese,2007,11
30000000,Comedy,6439,"love of animals,horse,identity crisis",en,8.058109,93772522,102.0,Racing Stripes,5.1,123,Racing Stripes,"Frankie Muniz,Mandy Moore,Hayden Panettiere",Frederik Du Chau,2005,1
30000000,"Drama,Romance",4347,"based on novel,sister sister relationship,flirt",en,33.369305,129266061,123.0,Atonement,7.4,1049,Atonement,"Keira Knightley,James McAvoy,Romola Garai",Joe Wright,2007,8
30000000,"Action,Thriller,Crime",4105,"japan,yakuza,japanese mafia",en,11.19602,45892212,125.0,Black Rain,6.2,243,Black Rain,"Michael Douglas,Andy García,Kate Capshaw",Ridley Scott,1989,9
30000000,Comedy,76489,duringcreditsstinger,en,14.585968,54819301,92.0,The Three Stooges,4.9,140,The Three Stooges,"Sean Hayes,Will Sasso,Chris Diamantopoulos",Bobby Farrelly,2012,4
40000000,"Romance,Fantasy,Animation",3933,"shyness,england,cheating",en,43.571612,117195061,77.0,Corpse Bride,7.2,1894,Corpse Bride,"Johnny Depp,Helena Bonham Carter,Emily Watson",Tim Burton,2005,9
30000000,"Action,Crime,Drama",273481,"mexico,cia,smoking",en,55.424027,84025816,121.0,Sicario,7.2,2416,Sicario,"Emily Blunt,Benicio del Toro,Josh Brolin",Denis Villeneuve,2015,9
30000000,"Action,Drama",307081,sport,en,65.364452,91709827,123.0,Southpaw,7.3,2067,Southpaw,"Jake Gyllenhaal,Rachel McAdams,Forest Whitaker",Antoine Fuqua,2015,6
30000000,"Horror,Thriller",16871,"gypsy,work,gore",en,45.083509,90810892,99.0,Drag Me to Hell,6.2,966,Drag Me to Hell,"Alison Lohman,Justin Long,Lorna Raver",Sam Raimi,2009,3
25000000,"Fantasy,Drama,Romance",293863,"san francisco,immortality,love",en,82.052056,65663276,112.0,The Age of Adaline,7.4,1990,The Age of Adaline,"Blake Lively,Michiel Huisman,Harrison Ford",Lee Toland Krieger,2015,4
30000000,"Drama,Romance",41233,"musical,duringcreditsstinger,3d",en,25.060342,159291809,107.0,Step Up 3D,6.6,582,Step Up 3D,"Rick Malambri,Adam G. Sevani,Joe Slaughter",Jon M. Chu,2010,8
25000000,Adventure,9266,"sea,surfer,hawaii",en,11.42943,51842679,104.0,Blue Crush,5.6,159,Blue Crush,"Kate Bosworth,Matthew Davis,Michelle Rodriguez",John Stockwell,2002,8
30000000,"Comedy,Drama,Fantasy",1262,"professor,literature,love",en,32.26789,53653224,113.0,Stranger Than Fiction,7.1,721,Stranger Than Fiction,"Will Ferrell,Maggie Gyllenhaal,Dustin Hoffman",Marc Forster,2006,9
30000000,"Horror,Thriller",4513,"sunrise,winter,vampire",en,33.394082,75505973,113.0,30 Days of Night,6.2,767,30 Days of Night,"Josh Hartnett,Melissa George,Ben Foster",David Slade,2007,10
30000000,"Horror,Thriller",22970,"cabin,plot twist,cabin in the woods",en,73.987775,66486080,95.0,The Cabin in the Woods,6.5,2263,The Cabin in the Woods,"Kristen Connolly,Chris Hemsworth,Anna Hutchison",Drew Goddard,2012,4
30000000,Comedy,7278,"fight,queen,penguin",en,10.608998,84646831,84.0,Meet the Spartans,3.7,359,Meet the Spartans,"Sean Maguire,Carmen Electra,Ken Davitian",Jason Friedberg,2008,1
30000000,"Adventure,Comedy,Crime",9013,"crooked lawyer,bail jumper,mafia accountant",en,12.821329,38413606,126.0,Midnight Run,7.2,238,Midnight Run,"Robert De Niro,Charles Grodin,Yaphet Kotto",Martin Brest,1988,7
27000000,"Action,Science Fiction",865,"prison,chase,hunting human beings",en,30.131498,38122105,101.0,The Running Man,6.4,703,The Running Man,"Arnold Schwarzenegger,Richard Dawson,María Conchita Alonso",Paul Michael Glaser,1987,11
25000000,"Horror,Comedy,Music",10776,"flower,solar eclipse,florist",en,12.113235,38748395,94.0,Little Shop of Horrors,6.6,384,Little Shop of Horrors,"Rick Moranis,Ellen Greene,Vincent Gardenia",Frank Oz,1986,12
30000000,"Action,Thriller,Adventure",50456,"assassin,self sacrifice,strip club",en,31.191975,63782078,111.0,Hanna,6.5,1263,Hanna,"Saoirse Ronan,Eric Bana,Vicky Krieps",Joe Wright,2011,4
30000000,"Action,Fantasy,Science Fiction",9823,"martial arts,authority,tournament",en,11.916389,51376861,95.0,Mortal Kombat: Annihilation,3.8,221,Mortal Kombat: Annihilation,"Robin Shou,Talisa Soto,James Remar",John R. Leonetti,1997,11
30000000,"Comedy,Romance,Drama",59861,"classroom,college,teacher",en,20.355458,36160375,98.0,Larry Crowne,5.7,359,Larry Crowne,"Tom Hanks,Julia Roberts,Bryan Cranston",Tom Hanks,2011,6
30000000,"Drama,Horror",133805,"terror,based on novel,power",en,63.848541,82394288,100.0,Carrie,5.8,1463,Carrie,"Chloë Grace Moretz,Julianne Moore,Judy Greer",Kimberly Peirce,2013,10
30000000,Music,12763,"dancing master,dance,musical",en,8.999675,34742066,108.0,Take the Lead,6.6,162,Take the Lead,"Antonio Banderas,Rob Brown,Yaya DaCosta",Liz Friedlander,2006,3
30000000,"Action,Adventure,Crime",9766,"competition,prisoner,probation assistant ",en,9.278361,41480851,125.0,Gridiron Gang,6.5,206,Gridiron Gang,"Dwayne Johnson,Xzibit,L. Scott Caldwell",Phil Joanou,2006,9
30000000,"Action,Adventure,Animation",12244,"man vs machine,hope,post-apocalyptic",en,55.806402,48428063,79.0,9,6.6,1262,9,"Christopher Plummer,Martin Landau,John C. Reilly",Shane Acker,2009,8
30000000,"Thriller,Crime,Drama",109421,"fraud,cover-up,murder",en,48.237797,63372757,106.0,Side Effects,6.4,1323,Side Effects,"Jude Law,Rooney Mara,Catherine Zeta-Jones",Steven Soderbergh,2013,2
30000000,"Animation,Family",51162,"owl,tiger,aftercreditsstinger",en,19.143721,14460000,63.0,Winnie the Pooh,6.8,258,Winnie the Pooh,"Jim Cummings,Travis Oates,Bud Luckey",Stephen Anderson,2011,4
19000000,Comedy,10152,"skateboarding,adoption,friendship",en,15.67747,39267515,85.0,Dumb and Dumberer: When Harry Met Lloyd,4.1,210,Dumb and Dumberer: When Harry Met Lloyd,"Mimi Rogers,Eric Christian Olsen,Luis Guzmán",Troy Miller,2003,6
30000000,"Comedy,Drama",9452,"mission of murder,politics,election campaign",en,4.52363,29202884,108.0,Bulworth,6.3,66,Bulworth,"Warren Beatty,Halle Berry,Sean Astin",Warren Beatty,1998,5
30000000,"Action,Crime,Science Fiction",9271,"artificial intelligence,android,hologram",en,5.301589,24048000,106.0,Virtuosity,5.4,163,Virtuosity,"Denzel Washington,Russell Crowe,Kelly Lynch",Brett Leonard,1995,8
30000000,"Action,Thriller",48340,"cave,water,adventure",en,20.063165,108609310,108.0,Sanctum,5.8,339,Sanctum,"Ioan Gruffudd,Richard Roxburgh,Alice Parkinson",Alister Grierson,2011,2
35000000,"Comedy,Romance,Drama",14846,plan,en,6.246199,22034832,111.0,Little Black Book,5.2,112,Little Black Book,"Brittany Murphy,Holly Hunter,Kathy Bates",Nick Hurran,2004,8
30000000,Comedy,72207,"sex,san francisco,restaurant",en,27.71063,53909751,124.0,The Five-Year Engagement,5.7,457,The Five-Year Engagement,"Jason Segel,Emily Blunt,Chris Pratt",Nicholas Stoller,2012,4
30000000,"Comedy,Drama",16232,"baseball,sport",en,2.850896,21800302,104.0,Mr. 3000,5.0,66,Mr. 3000,"Bernie Mac,Angela Bassett,Michael Rispoli",Charles Stone III,2004,6
30000000,"Romance,Drama,Thriller",43539,"evidence,passport,argument",en,34.421696,51148651,133.0,The Next Three Days,6.9,905,The Next Three Days,"Russell Crowe,Elizabeth Banks,Brian Dennehy",Paul Haggis,2010,11
30000000,"Science Fiction,Action,Thriller",9920,"skyscraper,vampire,victim",en,15.89534,31070211,87.0,Ultraviolet,4.8,458,Ultraviolet,"Milla Jovovich,Cameron Bright,Nick Chinlund",Kurt Wimmer,2006,3
30000000,Thriller,8978,"drug abuse,mexican standoff,junkie",en,18.706504,35294470,109.0,Assault on Precinct 13,6.0,311,Assault on Precinct 13,"Ethan Hawke,Laurence Fishburne,Gabriel Byrne",Jean-François Richet,2005,1
30000000,"Action,Drama,Crime",11702,"usa,china,assault rifle",en,9.607391,19204929,87.0,The Replacement Killers,6.0,127,The Replacement Killers,"Chow Yun-fat,Mira Sorvino,Michael Rooker",Antoine Fuqua,1998,2
25000000,"Action,Comedy,Thriller",18550,"hacker,undercover agent,mafia",en,2.77255,17193231,98.0,Fled,5.2,47,Fled,"Laurence Fishburne,Stephen Baldwin,Salma Hayek",Kevin Hooks,1996,7
30000000,"Drama,Comedy,Romance",43347,"male nudity,female nudity,letter",en,20.236951,102820008,112.0,Love & Other Drugs,6.6,1233,Love & Other Drugs,"Jake Gyllenhaal,Anne Hathaway,Oliver Platt",Edward Zwick,2010,11
30000000,"Crime,Mystery,Thriller",3489,"fbi,professor,ladies' man",en,16.883429,16930884,108.0,88 Minutes,5.7,313,88 Minutes,"Al Pacino,Alicia Witt,Leelee Sobieski",Jon Avnet,2007,2
35000000,Drama,9701,"rape,secret,minnesota",en,12.779201,25224242,126.0,North Country,6.8,125,North Country,"Charlize Theron,Elle Peterson,Thomas Curtis",Niki Caro,2005,2
40000000,"Comedy,Thriller,Crime",2122,hitman,en,14.729386,26155781,98.0,The Whole Ten Yards,5.5,278,The Whole Ten Yards,"Bruce Willis,Matthew Perry,Amanda Peet",Howard Deutch,2004,4
37000000,"Comedy,Fantasy,Science Fiction",10658,"duck,physicist,extraterrestrial",en,11.374306,37962774,110.0,Howard the Duck,5.1,221,Howard the Duck,"Lea Thompson,Jeffrey Jones,Tim Robbins",Willard Huyck,1986,8
30000000,"Thriller,Crime,Drama",13150,"megacity,brother-in-law,police",en,10.703602,31148328,130.0,Pride and Glory,6.3,240,Pride and Glory,"Edward Norton,Jon Voight,Colin Farrell",Gavin O'Connor,2008,9
30000000,"Action,Adventure,Horror",9042,"fall,burned alive,violence",en,10.756266,15007991,97.0,The Cave,5.1,202,The Cave,"Cole Hauser,Eddie Cibrian,Morris Chestnut",Bruce Hunt,2005,8
30000000,"Comedy,Romance",17813,"gambling,sex,casino",en,4.352422,15368897,96.0,Alex & Emma,5.0,68,Alex & Emma,"Luke Wilson,Kate Hudson,Sophie Marceau",Rob Reiner,2003,6
30000000,"Drama,Mystery,Romance",11208,"love of one's life,leave,look-alike",en,9.301562,13001257,114.0,Wicker Park,6.7,157,Wicker Park,"Josh Hartnett,Rose Byrne,Matthew Lillard",Paul McGuigan,2004,9
17000000,"Horror,Comedy",58151,"sunrise,vampire,suspicion",en,18.27083,24922237,106.0,Fright Night,6.0,603,Fright Night,"Anton Yelchin,Colin Farrell,Toni Collette",Craig Gillespie,2011,8
30000000,"Drama,History,Romance",11400,"chief,colonialism,new world",en,19.106154,30536013,135.0,The New World,6.4,330,The New World,"Colin Farrell,Q'orianka Kilcher,Christopher Plummer",Terrence Malick,2005,12
25000000,"Drama,Horror,Science Fiction",11058,"schizophrenia,clone,loss of son",en,12.10235,30114487,102.0,Godsend,4.7,114,Godsend,"Greg Kinnear,Rebecca Romijn,Robert De Niro",Nick Hamm,2004,4
23000000,"Comedy,Romance",14844,"venice,berlin,usa president",en,3.362045,12,111.0,Chasing Liberty,6.1,152,Chasing Liberty,"Mandy Moore,Stark Sands,Tony Jayawardena",Andy Cadiff,2004,1
30000000,"Comedy,Animation,Family",57089,"witch,wolf,little red riding hood",en,10.694417,13521829,86.0,Hoodwinked Too! Hood VS. Evil,4.8,131,Hoodwinked Too! Hood VS. Evil,"Hayden Panettiere,Bill Hader,Joan Cusack",Mike Disa,2011,4
30000000,Drama,1947,"loss of son,sheriff,wyoming",en,6.353971,18618284,108.0,An Unfinished Life,6.7,161,An Unfinished Life,"Robert Redford,Jennifer Lopez,Morgan Freeman",Lasse Hallström,2005,9
30000000,"Adventure,Fantasy,Mystery",8054,"circus,immortality,elderly",en,37.181019,64352607,123.0,The Imaginarium of Doctor Parnassus,6.3,869,The Imaginarium of Doctor Parnassus,"Christopher Plummer,Heath Ledger,Johnny Depp",Terry Gilliam,2009,10
30000000,"Comedy,Drama",46829,"suicide,jealousy,canada",en,4.952735,8454301,134.0,Barney's Version,7.2,129,Barney's Version,"Paul Giamatti,Dustin Hoffman,Rosamund Pike",Richard J. Lewis,2010,10
30000000,"Crime,Thriller,Drama",146238,"gambling,casino,gambling debts",en,22.975918,62616646,91.0,Runner Runner,5.5,543,Runner Runner,"Ben Affleck,Gemma Arterton,Justin Timberlake",Brad Furman,2013,9
30000000,"Action,Crime,Drama",9989,"technology,garage,hacker",en,8.359599,18195610,108.0,Antitrust,5.8,153,Antitrust,"Ryan Phillippe,Rachael Leigh Cook,Tim Robbins",Peter Howitt,2001,1
18000000,War,9665,"war,racism,battle",en,16.102271,26828365,122.0,Glory,7.4,383,Glory,"Matthew Broderick,Denzel Washington,Cary Elwes",Edward Zwick,1989,12
